dst,packet_total,volume_total
200.236.36.42,275177,17811306
200.236.36.41,276618,17903604
200.236.36.40,276589,17907471
200.236.36.39,274758,17762641
200.236.36.38,275929,17854989
200.236.36.37,274040,17754932
200.236.36.36,274650,17775190
200.236.36.35,274952,17783251
200.236.36.34,273787,17712291
200.236.36.33,274854,17792028
200.236.36.3,281589,18192475
200.236.36.32,273455,17718440
200.236.36.31,273561,17729692
200.236.36.30,279957,18093885
200.236.36.29,277304,17972600
200.236.36.28,277471,18026656
200.236.36.27,276054,17854323
200.236.36.26,273354,17664365
200.236.36.255,273424,17720776
200.236.36.254,278755,18037222
200.236.36.253,274769,17802026
200.236.36.25,273700,17712904
200.236.36.252,275473,17804124
200.236.36.251,280726,18133867
200.236.36.250,307471,19771697
200.236.36.249,287134,37956319
200.236.36.248,272513,17628321
200.236.36.247,273942,17720189
200.236.36.246,309396,19832796
200.236.36.245,275695,17827876
200.236.36.244,273956,17694318
200.236.36.243,273315,17671130
200.236.36.24,276004,17848629
200.236.36.242,279307,18026529
200.236.36.241,276317,17916685
200.236.36.240,274940,17789476
200.236.36.239,280687,18156478
200.236.36.238,273727,17714951
200.236.36.237,276205,17877714
200.236.36.236,308043,19814576
200.236.36.235,275032,17818478
200.236.36.234,273618,17749326
200.236.36.233,275494,17787451
200.236.36.23,278932,18006008
200.236.36.232,275501,17824476
200.236.36.231,275653,17830699
200.236.36.230,276262,17908750
200.236.36.229,274804,17767956
200.236.36.228,275226,17822361
200.236.36.2,274834,17802770
200.236.36.227,277626,17972875
200.236.36.226,277212,17926080
200.236.36.225,278175,18009899
200.236.36.224,273940,17758380
200.236.36.223,275742,17881999
200.236.36.22,277387,17996583
200.236.36.222,275532,17843615
200.236.36.221,274685,17762653
200.236.36.220,274165,17715717
200.236.36.219,275428,17969394
200.236.36.218,276703,17869311
200.236.36.217,276789,17909729
200.236.36.216,278785,18008051
200.236.36.215,275437,17797947
200.236.36.214,274581,17790444
200.236.36.213,273207,17682551
200.236.36.21,274788,17800441
200.236.36.212,275994,17834740
200.236.36.211,272488,17629201
200.236.36.210,300146,31519387
200.236.36.209,277299,17939962
200.236.36.208,276306,17866379
200.236.36.207,273977,17735000
200.236.36.206,274834,17783437
200.236.36.205,282416,18238930
200.236.36.204,274201,17758831
200.236.36.203,274756,17779842
200.236.36.20,283909,18340237
200.236.36.202,303269,19483669
200.236.36.201,275240,17822682
200.236.36.200,276304,17877929
200.236.36.199,275258,17783814
200.236.36.198,274673,17806294
200.236.36.197,276018,17848621
200.236.36.196,275368,17817307
200.236.36.195,273051,17709795
200.236.36.194,273621,17715514
200.236.36.193,277315,17927470
200.236.36.19,279099,18053045
200.236.36.192,274951,17796943
200.236.36.191,280174,18106484
200.236.36.190,278753,18007152
200.236.36.189,274411,17779865
200.236.36.188,278064,18010393
200.236.36.187,272020,17592283
200.236.36.186,271921,17593872
200.236.36.185,274146,17747675
200.236.36.184,276681,17891538
200.236.36.183,273458,17666222
200.236.36.18,284492,18335581
200.236.36.182,274261,17766718
200.236.36.181,273653,17706715
200.236.36.180,275893,17893731
200.236.36.179,274914,17798489
200.236.36.178,279177,18016763
200.236.36.177,273891,17710964
200.236.36.176,272662,17645700
200.236.36.175,274625,17773348
200.236.36.174,275716,17860474
200.236.36.173,274321,17726674
200.236.36.17,274119,17765682
200.236.36.172,274187,17733342
200.236.36.171,275302,17843236
200.236.36.170,294785,19028501
200.236.36.169,278751,17996459
200.236.36.168,275296,17818314
200.236.36.167,273717,17733442
200.236.36.166,279676,18083745
200.236.36.165,276568,17866303
200.236.36.164,274980,17813851
200.236.36.163,277529,17979523
200.236.36.16,280046,18083926
200.236.36.162,274051,17750202
200.236.36.161,276214,17845418
200.236.36.160,277776,17972438
200.236.36.159,272409,17602020
200.236.36.158,273857,17735759
200.236.36.157,278778,18046247
200.236.36.156,278010,17951678
200.236.36.155,279163,18082768
200.236.36.154,274316,17775734
200.236.36.153,273080,17677373
200.236.36.15,277861,18046458
200.236.36.152,273898,17744732
200.236.36.151,275465,17836451
200.236.36.150,274043,17727205
200.236.36.149,273217,17750633
200.236.36.148,274771,17786692
200.236.36.147,282705,18239808
200.236.36.146,276905,17909532
200.236.36.145,273652,17696055
200.236.36.144,275712,17830248
200.236.36.143,273081,17657779
200.236.36.14,277120,17988723
200.236.36.142,276502,17876955
200.236.36.141,273650,17742940
200.236.36.140,272852,17666763
200.236.36.139,276620,17920908
200.236.36.138,273775,17717019
200.236.36.137,272676,17628519
200.236.36.136,277869,17987103
200.236.36.135,275811,17849069
200.236.36.134,273939,17743131
200.236.36.133,276596,17893759
200.236.36.13,277406,17899752
200.236.36.132,278284,18162425
200.236.36.131,299813,19276581
200.236.36.130,276229,17893543
200.236.36.129,274009,17757966
200.236.36.128,278353,18018104
200.236.36.1,274921,17758137
200.236.36.127,274522,17777376
200.236.36.126,274500,17746070
200.236.36.125,281080,18210635
200.236.36.124,276441,17901685
200.236.36.123,275295,17821828
200.236.36.12,276982,17963808
200.236.36.122,277101,17910883
200.236.36.121,275580,17834510
200.236.36.120,274974,17806318
200.236.36.119,273562,17725777
200.236.36.118,272510,17658116
200.236.36.117,279592,18112049
200.236.36.116,277584,17957555
200.236.36.115,273944,17718679
200.236.36.114,277708,17954699
200.236.36.113,276657,17898410
200.236.36.11,275830,17857042
200.236.36.112,368820,30024957
200.236.36.111,278176,17971043
200.236.36.110,274565,17769783
200.236.36.109,280124,18099137
200.236.36.108,277038,17953807
200.236.36.107,273758,17708021
200.236.36.106,277304,17968511
200.236.36.105,276087,17891905
200.236.36.104,277459,17927812
200.236.36.103,274363,17750849
200.236.36.10,274889,17811756
200.236.36.102,275580,17857938
200.236.36.101,272671,17650884
200.236.36.100,273067,17680435
200.236.36.0,274359,17719880
200.236.35.99,306210,19679503
200.236.35.98,275228,17815080
200.236.35.97,276386,17886940
200.236.35.96,277934,17993146
200.236.35.95,279530,18055569
200.236.35.94,273921,17699686
200.236.35.93,295537,19023529
200.236.35.9,287586,18612850
200.236.35.92,279191,18039760
200.236.35.91,274122,17766958
200.236.35.90,274568,17752619
200.236.35.89,273857,17711454
200.236.35.88,273663,17712438
200.236.35.87,272898,17664598
200.236.35.86,280002,18075720
200.236.35.85,275417,17783028
200.236.35.84,279115,18022335
200.236.35.83,280835,18117408
200.236.35.8,287062,18516602
200.236.35.82,275519,17829294
200.236.35.81,273886,17677362
200.236.35.80,282154,18185240
200.236.35.79,278227,17977069
200.236.35.78,273862,17714668
200.236.35.77,278223,17997245
200.236.35.76,277549,17941736
200.236.35.75,277632,17911815
200.236.35.74,276309,17898436
200.236.35.73,275039,17789244
200.236.35.7,275751,17835383
200.236.35.72,279598,18056991
200.236.35.71,273509,17710932
200.236.35.70,276186,17860019
200.236.35.69,275663,17873609
200.236.35.68,273930,17748880
200.236.35.67,276163,17859538
200.236.35.66,281971,18207374
200.236.35.65,277378,17931058
200.236.35.64,276090,17835231
200.236.35.63,276194,17857754
200.236.35.6,274136,17718678
200.236.35.62,280588,18143457
200.236.35.61,276009,17859362
200.236.35.60,281616,18205008
200.236.35.59,277066,17914450
200.236.35.58,274969,17794995
200.236.35.57,276108,17886063
200.236.35.56,276274,17871050
200.236.35.55,273888,17717794
200.236.35.54,275296,17846620
200.236.35.53,274825,17779052
200.236.35.5,275199,17804108
200.236.35.52,281733,18198952
200.236.35.51,275486,17808896
200.236.35.50,276739,17914562
200.236.35.49,273440,17683449
200.236.35.48,275613,17820742
200.236.35.47,273790,17709253
200.236.35.46,276019,17866765
200.236.35.45,276777,17926389
200.236.35.44,275430,17801507
200.236.35.43,278397,18008671
200.236.35.4,284027,18767203
200.236.35.42,274362,17812021
200.236.35.41,274030,17689208
200.236.35.40,273756,17707544
200.236.35.39,280125,18093612
200.236.35.38,277232,18000220
200.236.35.37,275990,17831228
200.236.35.36,279401,18048431
200.236.35.35,275959,17845313
200.236.35.34,274996,17807817
200.236.35.33,280455,18211414
200.236.35.3,278569,18039411
200.236.35.32,274640,17753692
200.236.35.31,276124,17847647
200.236.35.30,279560,18077407
200.236.35.29,275598,17849186
200.236.35.28,273726,17717645
200.236.35.27,274640,17784760
200.236.35.26,277530,17972002
200.236.35.255,271470,17562187
200.236.35.254,277580,17933451
200.236.35.253,275275,17806042
200.236.35.25,273549,17702505
200.236.35.252,273953,17741853
200.236.35.251,276586,17887183
200.236.35.250,273940,17751303
200.236.35.249,273569,17677255
200.236.35.248,277887,17942820
200.236.35.247,279732,18087346
200.236.35.246,279119,18030190
200.236.35.245,274334,17736591
200.236.35.244,275655,17839931
200.236.35.243,280500,18091474
200.236.35.24,272937,17646711
200.236.35.242,274435,17772687
200.236.35.241,276406,17902093
200.236.35.240,275719,17828334
200.236.35.239,279390,18088849
200.236.35.238,275020,17845315
200.236.35.237,274777,17751676
200.236.35.236,275021,17783999
200.236.35.235,273444,17696813
200.236.35.234,277847,17992957
200.236.35.233,275516,17908342
200.236.35.23,276605,17873153
200.236.35.232,274735,17763582
200.236.35.231,280394,18124515
200.236.35.230,274066,17712566
200.236.35.229,276959,17909301
200.236.35.228,275915,17876680
200.236.35.2,274454,17788046
200.236.35.227,274734,17793112
200.236.35.226,276599,17863319
200.236.35.225,281664,18198602
200.236.35.224,279228,18037292
200.236.35.223,273390,17749939
200.236.35.22,302604,33448264
200.236.35.222,275508,17819869
200.236.35.221,274888,17759751
200.236.35.220,274112,17748446
200.236.35.219,277464,17956835
200.236.35.218,275738,17839977
200.236.35.217,273206,17689546
200.236.35.216,278107,18044224
200.236.35.215,276816,17927446
200.236.35.214,282219,18262009
200.236.35.213,276371,17896829
200.236.35.21,275063,17800924
200.236.35.212,273868,17707690
200.236.35.211,273273,17688395
200.236.35.210,274962,17916270
200.236.35.209,280695,18185195
200.236.35.208,276214,17826776
200.236.35.207,274761,17799261
200.236.35.206,276383,17915424
200.236.35.205,274260,17763924
200.236.35.204,275459,17819729
200.236.35.203,275956,17894947
200.236.35.20,273273,17707381
200.236.35.202,274522,17776907
200.236.35.201,276274,17879958
200.236.35.200,279278,18057677
200.236.35.199,275590,17836299
200.236.35.198,274165,17736799
200.236.35.197,276959,17950869
200.236.35.196,274665,17740994
200.236.35.195,273657,17728005
200.236.35.194,302090,19410226
200.236.35.193,273836,17716971
200.236.35.19,278647,18019663
200.236.35.192,274152,17755155
200.236.35.191,273052,17690342
200.236.35.190,275325,17812805
200.236.35.189,275489,17821953
200.236.35.188,275689,17813826
200.236.35.187,277290,17960336
200.236.35.186,275037,17788440
200.236.35.185,276893,17907527
200.236.35.184,273241,17654358
200.236.35.183,272391,17637634
200.236.35.18,279033,18027263
200.236.35.182,273086,17641904
200.236.35.181,305219,19603930
200.236.35.180,274407,17739551
200.236.35.179,304926,19594632
200.236.35.178,272933,17671525
200.236.35.177,274614,17768802
200.236.35.176,273616,17707500
200.236.35.175,273527,17787037
200.236.35.174,283287,18390515
200.236.35.173,277406,17956169
200.236.35.17,275207,17792656
200.236.35.172,272704,17677516
200.236.35.171,274246,17785031
200.236.35.170,278778,18019731
200.236.35.169,276324,17887121
200.236.35.168,276423,17915321
200.236.35.167,273187,17701316
200.236.35.166,273136,17665607
200.236.35.165,287976,18702891
200.236.35.164,274491,17820777
200.236.35.163,273357,17692164
200.236.35.16,274107,17724767
200.236.35.162,275525,17836650
200.236.35.161,272455,17630996
200.236.35.160,273823,17739074
200.236.35.159,273738,17730646
200.236.35.158,273056,17666607
200.236.35.157,271608,17557842
200.236.35.156,272023,17591260
200.236.35.155,274876,17844735
200.236.35.154,278470,18011939
200.236.35.153,275423,17805068
200.236.35.15,279150,18047813
200.236.35.152,277443,17942802
200.236.35.151,275302,17784123
200.236.35.150,274882,17784326
200.236.35.149,273333,17684693
200.236.35.148,274770,17786261
200.236.35.147,274522,17785852
200.236.35.146,278288,17938873
200.236.35.145,275682,17800489
200.236.35.144,274841,17792606
200.236.35.143,272799,17666235
200.236.35.14,278177,17960512
200.236.35.142,271825,17592299
200.236.35.141,275848,17822596
200.236.35.140,275927,17867568
200.236.35.139,276399,17860387
200.236.35.138,277601,17955119
200.236.35.137,272824,17637467
200.236.35.136,275592,17842931
200.236.35.135,274038,17701553
200.236.35.134,273485,17675457
200.236.35.133,278026,17999759
200.236.35.13,272915,17686475
200.236.35.132,276465,17943268
200.236.35.131,273838,17749308
200.236.35.130,274793,17775041
200.236.35.129,275326,17812160
200.236.35.128,275077,17821933
200.236.35.1,276642,17898946
200.236.35.127,279035,18054832
200.236.35.126,275907,17848561
200.236.35.125,303864,19539539
200.236.35.124,275962,17851781
200.236.35.123,275917,17860217
200.236.35.12,276798,17900075
200.236.35.122,276465,17874531
200.236.35.121,277264,17917188
200.236.35.120,408548,35270853
200.236.35.119,274651,17778442
200.236.35.118,274842,17792696
200.236.35.117,281192,18171175
200.236.35.116,276136,17862596
200.236.35.115,278157,17989454
200.236.35.114,277663,17936687
200.236.35.113,275169,17798615
200.236.35.11,275218,17831991
200.236.35.112,275256,17796219
200.236.35.111,272620,17622660
200.236.35.110,279509,18067341
200.236.35.109,272556,17620029
200.236.35.108,273714,17713539
200.236.35.107,273984,17730433
200.236.35.106,276093,17867192
200.236.35.105,274344,17744030
200.236.35.104,275988,17853294
200.236.35.103,277750,17987407
200.236.35.10,276022,17817498
200.236.35.102,275240,17793644
200.236.35.101,275193,17819247
200.236.35.100,274004,17736578
200.236.35.0,312772,20048182
200.236.34.99,275984,17845570
200.236.34.98,302896,33580875
200.236.34.97,273826,17713553
200.236.34.96,279351,18065524
200.236.34.95,273577,17732814
200.236.34.94,279152,18011270
200.236.34.93,277483,17924581
200.236.34.9,287737,18557694
200.236.34.92,277014,17892329
200.236.34.91,277197,17935229
200.236.34.90,277287,17935501
200.236.34.89,275554,17840415
200.236.34.88,277839,17938978
200.236.34.87,277165,17938412
200.236.34.86,275413,17795981
200.236.34.85,277340,17969158
200.236.34.84,276297,17832856
200.236.34.83,272519,17645512
200.236.34.8,296824,19191061
200.236.34.82,274740,17770802
200.236.34.81,276718,17893777
200.236.34.80,275186,17822501
200.236.34.79,275691,17809538
200.236.34.78,276004,17847071
200.236.34.77,276805,17890280
200.236.34.76,279505,18045633
200.236.34.75,275535,17832301
200.236.34.74,274352,17773385
200.236.34.73,276700,17932948
200.236.34.7,274722,17781052
200.236.34.72,280056,18086333
200.236.34.71,278247,18034825
200.236.34.70,278077,18002656
200.236.34.69,277646,17954389
200.236.34.68,292818,44651059
200.236.34.67,272886,17659655
200.236.34.66,282951,18294435
200.236.34.65,276671,17928577
200.236.34.64,277909,17958069
200.236.34.63,278119,17979404
200.236.34.6,275132,17791925
200.236.34.62,275146,17789454
200.236.34.61,275051,17787643
200.236.34.60,275066,17803515
200.236.34.59,275599,17807511
200.236.34.58,275402,17822614
200.236.34.57,277685,17961592
200.236.34.56,280032,18093836
200.236.34.55,276030,17824627
200.236.34.54,273066,17676059
200.236.34.53,277458,17976032
200.236.34.5,279922,18090640
200.236.34.52,286987,18513747
200.236.34.51,274877,17780243
200.236.34.50,275300,17805280
200.236.34.49,274013,17721841
200.236.34.48,276083,17889733
200.236.34.47,276073,17851514
200.236.34.46,281401,18238909
200.236.34.45,293746,19150532
200.236.34.44,304871,19589492
200.236.34.43,278071,17964904
200.236.34.4,280045,18102450
200.236.34.42,273820,17772523
200.236.34.41,273930,17722755
200.236.34.40,274945,17814142
200.236.34.39,273238,17658814
200.236.34.38,277297,17959571
200.236.34.37,279202,18026094
200.236.34.36,275340,17795945
200.236.34.35,277507,17921195
200.236.34.34,274409,17763031
200.236.34.33,276087,17881475
200.236.34.3,283393,18341294
200.236.34.32,276351,17890767
200.236.34.31,278719,18031323
200.236.34.30,275954,17865390
200.236.34.29,276035,17866542
200.236.34.28,275432,17809366
200.236.34.27,274471,17718561
200.236.34.26,275355,17827418
200.236.34.255,276091,17839812
200.236.34.254,304242,19550440
200.236.34.253,273073,17683034
200.236.34.25,277537,17979607
200.236.34.252,276284,17866423
200.236.34.251,275413,17826023
200.236.34.250,276436,17889445
200.236.34.249,279496,18048508
200.236.34.248,273530,17673521
200.236.34.247,278995,18057578
200.236.34.246,274368,17754000
